date,avg_price,min_price,max_price
11/21/2022,5.97,5.97,5.97
11/22/2022,5.97,5.97,5.97
11/23/2022,9.69,9.69,9.69
11/24/2022,7.21,5.97,9.69
11/25/2022,6.133333333,5.97,6.46
11/28/2022,5.97,5.97,5.97
11/29/2022,5.97,5.97,5.97
11/30/2022,5.97,5.97,5.97
12/1/2022,6.9,5.97,9.69
12/2/2022,5.325,2.1,5.97
12/6/2022,5.97,5.97,5.97
12/7/2022,6.565714286,5.97,9.69
12/8/2022,5.97,5.97,5.97
12/9/2022,8.45,5.97,9.69
12/12/2022,5.97,5.97,5.97
12/13/2022,7.21,5.97,9.69
12/14/2022,5.97,5.97,5.97
12/15/2022,5.97,5.97,5.97
12/16/2022,5.97,5.97,5.97
12/19/2022,17.76,17.76,17.76
12/20/2022,14.04,14.04,14.04
12/21/2022,5.828571429,4.98,5.97
12/22/2022,8.66,5.97,14.04
12/23/2022,10.005,5.97,14.04
12/27/2022,5.97,5.97,5.97
1/3/2023,2.76,2.76,2.76
1/4/2023,9.228,2.1,17.76
1/5/2023,7.944,2.1,14.04
1/6/2023,8.58,8.58,8.58
1/9/2023,8.58,8.58,8.58
1/10/2023,7.94,6.66,8.58
1/11/2023,8.58,8.58,8.58
1/12/2023,8.58,8.58,8.58
1/13/2023,11.31,8.58,14.04
1/16/2023,8.58,8.58,8.58
1/17/2023,8.58,8.58,8.58
1/18/2023,7.125,2.76,8.58
1/19/2023,8.58,8.58,8.58
1/20/2023,8.58,8.58,8.58
1/23/2023,14.04,14.04,14.04
1/24/2023,8.58,8.58,8.58
1/25/2023,8.58,8.58,8.58
1/26/2023,9.672,8.58,14.04
1/27/2023,8.58,8.58,8.58
1/30/2023,8.58,8.58,8.58
1/31/2023,8.286,1.65,14.04
2/1/2023,9.24,6.42,14.04
2/2/2023,10.44,4.98,17.76
2/3/2023,10.32,8.58,12.06
2/6/2023,8.58,8.58,8.58
2/7/2023,8.58,8.58,8.58
2/8/2023,8.58,8.58,8.58
2/10/2023,10.35,6.66,14.04
2/14/2023,8.58,8.58,8.58
2/15/2023,8.58,8.58,8.58
2/16/2023,8.58,8.58,8.58
2/20/2023,8.58,8.58,8.58
2/22/2023,7.78,6.18,8.58
2/23/2023,8.58,8.58,8.58
2/24/2023,8.58,8.58,8.58
2/27/2023,8.58,8.58,8.58
2/28/2023,4.7,2.76,8.58
3/1/2023,11.64,8.58,17.76
3/2/2023,8.58,8.58,8.58
3/3/2023,8.58,8.58,8.58
3/6/2023,14.04,14.04,14.04
3/7/2023,11.31,8.58,14.04
3/8/2023,10.6275,8.58,14.04
3/10/2023,8.58,8.58,8.58
3/14/2023,5.85,3.12,14.04
3/15/2023,9.68,6.42,14.04
3/16/2023,8.58,8.58,8.58
3/17/2023,10.455,6.9,17.76
3/20/2023,10.4,8.58,14.04
3/21/2023,7.215,3.12,8.58
3/22/2023,9.88,7.02,14.04
3/23/2023,8.81,6.42,14.04
3/24/2023,6.76,3.12,8.58
3/27/2023,10.4,8.58,14.04
3/28/2023,10.4,8.58,14.04
3/29/2023,9.126,8.58,14.04
3/30/2023,10.63,6.24,17.76
3/31/2023,11.0925,3.12,17.76
4/3/2023,8.58,8.58,8.58
4/4/2023,7.86,6.42,8.58
4/5/2023,11.64,8.58,17.76
4/6/2023,11.93,8.58,17.76
4/11/2023,7.965,6.12,8.58
4/12/2023,11.508,8.58,17.76
4/13/2023,7.215,3.12,8.58
4/14/2023,14.04,14.04,14.04
4/17/2023,8.88,3.12,14.04
4/19/2023,7.5,6.42,8.58
4/20/2023,8.58,3.12,14.04
4/21/2023,8.58,8.58,8.58
4/24/2023,12.6,8.58,17.76
4/25/2023,5.876,0.52,14.04
4/27/2023,8.58,8.58,8.58
4/28/2023,12.948,8.58,14.04
5/2/2023,9.961666667,0.49,14.04
5/3/2023,7.02,3.12,8.58
5/4/2023,6.75,3.12,8.58
5/5/2023,9.045,3.12,14.04
5/8/2023,13.17,8.58,17.76
5/9/2023,8.58,8.58,8.58
5/10/2023,12.24,8.58,17.76
5/11/2023,10.92,8.58,14.04
5/12/2023,10.815,8.58,14.04
5/15/2023,9.18,6.12,14.04
5/16/2023,10.23,6.42,14.04
5/17/2023,8.58,8.58,8.58
5/19/2023,10.12,6.9,14.04
5/22/2023,10.845,6.72,14.04
5/23/2023,9.486,6.72,14.04
5/24/2023,8.04,6.42,8.58
5/25/2023,9.36,3.12,14.04
5/26/2023,10.11,6.84,14.04
5/30/2023,8.58,8.58,8.58
5/31/2023,8.25,3.12,12.06
6/1/2023,10.59,8.58,17.76
6/2/2023,9.18,6.72,14.04
6/5/2023,10.67142857,8.58,17.76
6/6/2023,11.31,8.58,14.04
6/7/2023,11.31,8.58,14.04
6/8/2023,11.31,8.58,14.04
6/9/2023,8.31,3.12,14.04
6/12/2023,7.488,3.12,14.04
6/13/2023,12.6,8.58,17.76
6/14/2023,10.04,6.42,14.04
6/15/2023,10.41,8.58,17.76
6/16/2023,6.735,3.12,8.58
6/19/2023,9.672,8.58,14.04
6/20/2023,10.4,8.58,14.04
6/21/2023,14.04,14.04,14.04
6/22/2023,6.6,3.12,8.58
6/23/2023,7.488,3.12,14.04
6/26/2023,7.8975,3.12,14.04
6/27/2023,8.58,8.58,8.58
6/28/2023,8.58,8.58,8.58
6/29/2023,8.58,8.58,8.58
6/30/2023,8.895714286,1.85,14.04
7/3/2023,7.94,6.66,8.58
7/4/2023,7.38,6.18,8.58
7/5/2023,11.31,8.58,14.04
7/6/2023,7.5,6.42,8.58
7/7/2023,11.31,8.58,14.04
7/10/2023,9.945,8.58,14.04
7/11/2023,9.945,8.58,14.04
7/12/2023,9.405,6.42,14.04
7/13/2023,8.58,8.58,8.58
7/14/2023,6.76,3.12,8.58
7/17/2023,9.2625,8.58,14.04
7/18/2023,10.14,7.02,14.04
7/19/2023,6.76,3.12,8.58
7/20/2023,11.31,8.58,14.04
7/21/2023,10.875,3.12,17.76
7/24/2023,12.24,8.58,17.76
7/25/2023,8.868,6.42,14.04
7/26/2023,9.17,6.66,14.04
7/27/2023,14.04,14.04,14.04
7/28/2023,10.4,8.58,14.04
8/1/2023,10.4,8.58,14.04
8/2/2023,10.4,8.58,14.04
8/3/2023,11.31,8.58,14.04
8/4/2023,11.31,8.58,14.04
8/7/2023,8.58,8.58,8.58
8/8/2023,8.58,8.58,8.58
8/9/2023,7.5,6.42,8.58
8/10/2023,6.76,3.12,8.58
8/11/2023,6.76,3.12,8.58
8/14/2023,10.4,8.58,14.04
8/15/2023,8.58,8.58,8.58
8/17/2023,7.104,3.12,14.04
8/18/2023,8.58,8.58,8.58
8/21/2023,10.4,8.58,14.04
8/22/2023,8.58,8.58,8.58
8/23/2023,12.22,8.58,14.04
8/24/2023,5.85,3.12,8.58
8/25/2023,9.945,8.58,14.04
8/29/2023,7.635,6.66,8.58
8/30/2023,13.17,8.58,17.76
8/31/2023,8.58,8.58,8.58
9/1/2023,10.4,8.58,14.04
9/4/2023,10.11,8.58,17.76
9/5/2023,11.31,8.58,14.04
9/6/2023,8.04,6.42,8.58
9/7/2023,9.68,6.42,14.04
9/8/2023,13.692,8.58,17.76
9/11/2023,7.62,6.66,8.58
9/12/2023,11.31,8.58,14.04
9/13/2023,11.31,8.58,14.04
9/14/2023,8.58,8.58,8.58
9/15/2023,11.31,8.58,14.04
9/18/2023,9.945,8.58,14.04
9/19/2023,7.96,6.72,8.58
9/20/2023,6.763333333,3.13,8.58
9/21/2023,15.528,14.04,17.76
9/22/2023,11.31,8.58,14.04
9/25/2023,11.31,8.58,14.04
9/27/2023,6.32,1.79,14.04
9/29/2023,12.06,12.06,12.06
10/2/2023,14.04,14.04,14.04
10/4/2023,14.04,14.04,14.04
10/5/2023,9.945,8.58,14.04
10/6/2023,6.763333333,3.13,8.58
10/10/2023,8.58,8.58,8.58
10/11/2023,8.58,8.58,8.58
10/12/2023,12.22,8.58,14.04
10/13/2023,6.123333333,3.13,8.58
10/17/2023,14.04,14.04,14.04
10/18/2023,9.74,8.58,12.06
10/19/2023,8.5825,3.13,14.04
10/20/2023,10.40166667,3.13,14.04
10/23/2023,14.04,14.04,14.04
10/24/2023,9.3,6.72,14.04
10/25/2023,8.58,8.58,8.58
10/26/2023,13.692,8.58,17.76
10/27/2023,8.58,8.58,8.58
10/30/2023,8.58,8.58,8.58
11/1/2023,10.4,8.58,14.04
11/2/2023,9.405,6.42,14.04
11/3/2023,5.855,3.13,8.58
11/6/2023,7.38,6.18,8.58
11/8/2023,8.58,8.58,8.58
11/9/2023,8.58,8.58,8.58
11/10/2023,9.945,8.58,14.04
11/14/2023,14.04,14.04,14.04
11/15/2023,15.9,14.04,17.76
11/16/2023,8.585,3.13,14.04
11/17/2023,9.945,8.58,14.04
11/20/2023,11.31,8.58,14.04
11/21/2023,8.58,8.58,8.58
11/23/2023,17.76,17.76,17.76
11/24/2023,10.4,8.58,14.04
11/28/2023,14.04,14.04,14.04
11/29/2023,10.40333333,3.13,14.04
11/30/2023,10.4,8.58,14.04
12/1/2023,5.855,3.13,8.58
12/4/2023,8.58,8.58,8.58
12/5/2023,8.58,8.58,8.58
12/6/2023,8.58,8.58,8.58
12/7/2023,10.4,8.58,14.04
12/8/2023,8.58,8.58,8.58
12/11/2023,8.58,8.58,8.58
12/12/2023,10.92,8.58,14.04
12/13/2023,8.04,6.42,8.58
12/14/2023,8.58,8.58,8.58
12/15/2023,10.815,8.58,14.04
12/18/2023,11.508,8.58,17.76
12/20/2023,3.13,3.13,3.13
12/21/2023,12.18,8.58,14.04
12/22/2023,8.58,8.58,8.58
12/27/2023,8.58,8.58,8.58
12/28/2023,8.58,8.58,8.58
1/4/2024,7.06,6.3,8.58
1/5/2024,6.697142857,3.13,8.58
1/8/2024,8.58,8.58,8.58
1/9/2024,8.58,8.58,8.58
1/10/2024,6.9,6.9,6.9
1/11/2024,4.373333333,0.52,6.3
1/12/2024,6.756,6.3,8.58
1/15/2024,7.06,6.3,8.58
1/16/2024,7.82,6.3,8.58
1/18/2024,8.58,8.58,8.58
1/19/2024,7.82,6.3,8.58
1/22/2024,9.891428571,8.58,17.76
1/25/2024,8.58,8.58,8.58
1/26/2024,8.22,6.42,8.58
1/29/2024,8.58,8.58,8.58
2/1/2024,11.44,8.4,17.52
2/2/2024,4.886666667,3.13,8.4
2/5/2024,8.4,8.4,8.4
2/6/2024,8.4,8.4,8.4
2/7/2024,11.44,8.4,17.52
2/8/2024,9.34,6.42,17.76
2/9/2024,3.13,3.13,3.13
2/12/2024,7.35,6.3,8.4
2/13/2024,8.4,8.4,8.4
2/14/2024,8.4,8.4,8.4
2/15/2024,7.98,6.3,8.4
2/16/2024,4.818,3.13,8.4
2/19/2024,6.5575,3.13,8.4
2/20/2024,8.4,8.4,8.4
2/21/2024,7.0825,3.13,8.4
2/22/2024,7.35,6.3,8.4
2/23/2024,8.4,8.4,8.4
2/26/2024,8.4,8.4,8.4
2/28/2024,8.4,8.4,8.4
2/29/2024,8.4,8.4,8.4
3/1/2024,5.89875,3.13,8.4
3/4/2024,8.4,8.4,8.4
3/5/2024,6.3,6.3,6.3
3/6/2024,11.44,8.4,17.52
3/7/2024,7.455,6.3,8.4
3/8/2024,6.295,3.13,8.4
3/11/2024,5.238,3.13,8.4
3/12/2024,7.224,6.3,8.4
3/13/2024,6.95,3.13,8.4
3/14/2024,6.3,6.3,6.3
3/15/2024,8.22,6.3,12.06
3/18/2024,7.7,6.3,8.4
3/19/2024,7.584,6.3,8.4
3/20/2024,8.4,8.4,8.4
3/21/2024,7.14,6.3,8.4
3/22/2024,6.134,3.13,8.4
3/25/2024,7.7,6.3,8.4
3/26/2024,8.4,8.4,8.4
3/27/2024,8.75,3.13,17.52
3/28/2024,8.4,8.4,8.4
4/2/2024,9.62,8.4,12.06
4/3/2024,8.4,8.4,8.4
4/4/2024,8.4,8.4,8.4
4/5/2024,10.68,8.4,17.52
4/8/2024,8.4,8.4,8.4
4/9/2024,7.7,6.3,8.4
4/10/2024,8.4,8.4,8.4
4/11/2024,7.7,6.3,8.4
4/12/2024,7.991666667,3.13,17.52
4/15/2024,8.4,8.4,8.4
4/16/2024,6.6025,3.13,8.4
4/17/2024,7.188,6.3,8.4
4/18/2024,7.64,6.12,8.4
4/19/2024,7.12,6.3,8.4
4/22/2024,9.931666667,3.13,17.52
4/23/2024,8.4,8.4,8.4
4/24/2024,7.98,6.72,8.4
4/25/2024,10.2775,3.13,17.52
4/26/2024,8.4,8.4,8.4
4/29/2024,7.875,6.3,8.4
4/30/2024,7.8,6.3,8.4
5/3/2024,8.4,8.4,8.4
5/6/2024,7.74,5.76,8.4
5/7/2024,7.875,6.3,8.4
5/8/2024,7.98,6.3,8.4
5/10/2024,7,6.3,8.4
5/13/2024,8.4,8.4,8.4
5/14/2024,9.015,6.3,17.52
5/15/2024,8.4,8.4,8.4
5/16/2024,7.534285714,6.3,8.4
5/17/2024,9.57,6.3,17.52
5/21/2024,10.04,6.3,17.52
5/22/2024,7.17,5.94,8.4
5/23/2024,7,6.3,8.4
5/24/2024,5.765,3.13,8.4
5/25/2024,8.4,8.4,8.4
5/27/2024,8.19,6.3,8.4
5/28/2024,7.98,6.72,8.4
5/29/2024,7.98,6.3,8.4
5/31/2024,8.4,8.4,8.4
6/3/2024,7.7,6.3,8.4
6/4/2024,7.38,6.3,8.4
6/5/2024,8.4,8.4,8.4
6/6/2024,7.005,6.3,8.4
6/11/2024,5.765,3.13,8.4
6/12/2024,8.4,8.4,8.4
6/13/2024,7.7,6.3,8.4
6/14/2024,9.3625,3.13,17.52
6/17/2024,7.56,5.88,8.4
6/18/2024,7.53,6.66,8.4
6/19/2024,7.35,6.3,8.4
6/20/2024,7.905,6.42,8.4
6/21/2024,8.4,8.4,8.4
6/24/2024,8.4,8.4,8.4
6/25/2024,7.7,6.3,8.4
6/26/2024,7.56,6.72,8.4
6/27/2024,8.4,8.4,8.4
6/28/2024,6.594285714,3.13,8.4
7/1/2024,6.7525,3.13,8.4
7/2/2024,6.42,6.3,6.66
7/3/2024,4.46,0.52,8.4
7/4/2024,7,6.3,8.4
7/5/2024,9.864,8.4,12.06
7/8/2024,7.7,6.3,8.4
7/9/2024,8.4,8.4,8.4
7/10/2024,8.4,8.4,8.4
7/11/2024,5.943333333,3.13,8.4
7/12/2024,8.4,8.4,8.4
7/15/2024,10.68,8.4,17.52
7/16/2024,7.905,6.42,8.4
7/17/2024,8.07,6.42,8.4
7/18/2024,8.79,6.3,12.06
7/19/2024,7.171666667,3.13,8.4
7/22/2024,8.4,8.4,8.4
7/23/2024,8.4,8.4,8.4
7/24/2024,6.42,6.42,6.42
7/25/2024,8.4,8.4,8.4
7/26/2024,5.76,5.76,5.76
7/29/2024,8.4,8.4,8.4
7/30/2024,6.12,5.94,6.3
7/31/2024,8.4,8.4,8.4
8/1/2024,8.92,6.3,12.06
8/2/2024,6.995714286,3.13,8.4
8/5/2024,3.41,0.52,6.3
8/6/2024,6.72,6.72,6.72
8/9/2024,7.44,6.3,8.4
8/12/2024,8.4,8.4,8.4
8/13/2024,8.4,8.4,8.4
8/14/2024,8.3,6.42,12.06
8/15/2024,8.4,8.4,8.4
8/16/2024,12.96,8.4,17.52
8/19/2024,7.12,6.3,8.4
8/20/2024,7.35,6.3,8.4
8/22/2024,8.4,8.4,8.4
8/23/2024,7.9,6.9,8.4
8/26/2024,8.4,8.4,8.4
8/27/2024,8.4,8.4,8.4
8/28/2024,7.35,6.3,8.4
8/29/2024,7.56,6.3,8.4
8/30/2024,8.4,8.4,8.4
8/31/2024,8.4,8.4,8.4
9/2/2024,7.875,6.3,8.4
9/3/2024,5.905,0.52,8.4
9/4/2024,6.72,6.72,6.72
9/5/2024,7.98,6.3,8.4
9/6/2024,9.36,6.18,17.52
9/9/2024,8.4,8.4,8.4
9/10/2024,8.4,8.4,8.4
9/11/2024,7.41,6.42,8.4
9/12/2024,7.875,6.3,8.4
9/13/2024,7.163333333,3.13,12.06
9/16/2024,8.4,8.4,8.4
9/17/2024,8.4,8.4,8.4
9/18/2024,9.315,8.4,12.06
9/19/2024,8.4,8.4,8.4
9/20/2024,9.62,8.4,12.06
9/23/2024,8.4,8.4,8.4
9/24/2024,8.4,8.4,8.4
9/26/2024,17.52,17.52,17.52
9/27/2024,3.13,3.13,3.13
9/30/2024,8.4,8.4,8.4
10/1/2024,4.715,3.13,6.3
10/2/2024,4.715714286,0.52,8.4
10/4/2024,6.3,6.3,6.3
10/7/2024,8.4,8.4,8.4
10/8/2024,8.4,8.4,8.4
10/9/2024,8.4,8.4,8.4
10/10/2024,12.96,8.4,17.52
10/11/2024,5.765,3.13,8.4
10/14/2024,8.4,8.4,8.4
10/15/2024,7.56,6.72,8.4
10/16/2024,7.08,5.76,8.4
10/18/2024,8.4,8.4,8.4
10/21/2024,10.68,8.4,17.52
10/23/2024,8.4,8.4,8.4
10/24/2024,7.35,6.3,8.4
10/28/2024,8.4,8.4,8.4
10/29/2024,12.96,8.4,17.52
11/1/2024,7.875,6.3,8.4
11/5/2024,7.875,6.3,8.4
11/6/2024,8.4,8.4,8.4
11/7/2024,7.12,6.3,8.4
11/8/2024,8.4,8.4,8.4
11/11/2024,5.073333333,0.52,8.4
11/12/2024,6.3,6.3,6.3
11/13/2024,8.4,8.4,8.4
11/14/2024,9.62,8.4,12.06
11/15/2024,7.35,6.3,8.4
11/19/2024,8.4,8.4,8.4
11/21/2024,7.35,6.3,8.4
11/22/2024,7.7,6.3,8.4
11/25/2024,8.4,8.4,8.4
11/26/2024,7.98,6.72,8.4
11/27/2024,3.13,3.13,3.13
11/28/2024,7.35,6.3,8.4
11/29/2024,7.98,6.3,8.4
12/2/2024,7.35,6.3,8.4
12/3/2024,1.825,0.52,3.13
12/5/2024,6.3,6.3,6.3
12/6/2024,10.23,8.4,12.06
12/10/2024,8.4,8.4,8.4
12/11/2024,8.4,8.4,8.4
12/12/2024,8.4,8.4,8.4
12/13/2024,7.56,6.3,8.4
12/16/2024,7.35,6.3,8.4
12/17/2024,8.4,8.4,8.4
12/18/2024,7.026,1.53,8.4
12/19/2024,8.4,8.4,8.4
12/20/2024,4.5875,0.52,8.4
12/23/2024,7.875,6.3,8.4
12/27/2024,8.4,8.4,8.4
1/8/2025,8.75,3.13,17.52
1/9/2025,8.4,8.4,8.4
1/10/2025,6.3,6.3,6.3
1/13/2025,8.4,8.4,8.4
1/14/2025,11.91,6.3,17.52
1/15/2025,8.4,8.4,8.4
1/17/2025,6.926,3.13,8.4
1/20/2025,5.943333333,3.13,8.4
1/21/2025,7.176,6.12,8.4
1/22/2025,8.4,8.4,8.4
1/23/2025,8.4,8.4,8.4
1/24/2025,8.4,8.4,8.4
1/27/2025,10.224,8.4,17.52
1/28/2025,8.4,8.4,8.4
1/29/2025,8.4,8.4,8.4
1/30/2025,8.4,8.4,8.4
1/31/2025,6.318,1.59,8.4
2/3/2025,7.926666667,3.13,17.52
2/4/2025,8.4,8.4,8.4
2/5/2025,6.3,6.3,6.3
2/6/2025,3.146666667,0.52,8.4
2/7/2025,8.4,8.4,8.4
2/10/2025,8.4,8.4,8.4
2/13/2025,6.008333333,0.65,8.4
2/14/2025,9.48,6.42,17.52
2/17/2025,8.4,8.4,8.4
2/18/2025,8.4,8.4,8.4
2/19/2025,7,6.3,8.4
2/20/2025,11.44,8.4,17.52
2/21/2025,12.96,8.4,17.52
2/24/2025,8.4,8.4,8.4
2/25/2025,8.4,8.4,8.4
2/26/2025,7.35,6.3,8.4
2/27/2025,5.765,3.13,8.4
2/28/2025,5.36,1.38,8.4
3/3/2025,4.46,0.52,8.4
3/4/2025,8.4,8.4,8.4
3/5/2025,8.4,8.4,8.4
3/6/2025,5.283333333,3.13,6.42
3/7/2025,7.346,3.13,8.4
3/10/2025,3.13,3.13,3.13
3/12/2025,6.3,6.3,6.3
3/13/2025,8.4,8.4,8.4
3/14/2025,5.943333333,3.13,8.4
3/17/2025,8.4,8.4,8.4
3/18/2025,5.765,3.13,8.4
3/19/2025,6.3,6.3,6.3
3/20/2025,7.7,6.3,8.4
3/21/2025,8.4,8.4,8.4
3/24/2025,12.81,8.4,17.22
3/25/2025,14.52,6.42,17.22
3/26/2025,11.34,8.4,17.22
3/27/2025,7.7,6.3,8.4
3/28/2025,8.05,6.3,8.4
3/31/2025,5.243333333,3.13,6.3
4/1/2025,8.411666667,3.13,17.22
4/2/2025,6.9,6.9,6.9
4/3/2025,6.3,6.3,6.3
4/4/2025,6.3,6.3,6.3
4/7/2025,10.995,6.3,17.22
4/8/2025,5.765,3.13,8.4
4/9/2025,7.08,5.76,8.4
4/10/2025,7.74,6.42,8.4
4/11/2025,8.712,6.3,12.06
4/14/2025,8.4,8.4,8.4
4/15/2025,8.4,8.4,8.4
4/16/2025,8.292,6.3,12.06
4/17/2025,8.4,8.4,8.4
4/22/2025,8.4,8.4,8.4
4/23/2025,7.875,6.3,8.4
4/24/2025,8.96,6.42,12.06
4/25/2025,8.4,8.4,8.4
4/28/2025,7.347142857,3.13,8.4
4/29/2025,8.4,8.4,8.4
4/30/2025,10.64,6.3,17.22
5/2/2025,7.35,6.3,8.4
5/5/2025,6.643333333,3.13,8.4
5/6/2025,4.46,0.52,8.4
5/7/2025,6.66,6.66,6.66
5/8/2025,7.3275,6.12,8.4
5/9/2025,7.98,6.3,8.4
5/12/2025,9.01,8.4,12.06
5/13/2025,8.004,6.42,8.4
5/14/2025,8.4,8.4,8.4
5/15/2025,7,6.3,8.4
5/16/2025,8.607142857,3.13,17.22
5/19/2025,9.583333333,3.13,17.22
5/20/2025,8.4,8.4,8.4
5/21/2025,8.4,8.4,8.4
5/22/2025,7.74,6.42,8.4
5/23/2025,7.7,6.3,8.4
5/26/2025,6.3,6.3,6.3
5/27/2025,9.396,6.3,17.22
5/28/2025,8.4,8.4,8.4
5/30/2025,5.765,3.13,8.4
6/2/2025,9.99,5.94,17.22
6/3/2025,7.35,6.3,8.4
6/4/2025,6.3,6.3,6.3
6/5/2025,5.773333333,0.52,8.4
6/6/2025,6.5575,3.13,8.4
6/10/2025,8.4,8.4,8.4
6/11/2025,7.728,6.72,8.4
6/12/2025,8.4,8.4,8.4
6/13/2025,6.5575,3.13,8.4
6/16/2025,8.79,6.3,12.06
6/17/2025,7.52,5.76,8.4
6/18/2025,7.875,6.3,8.4
6/19/2025,7.74,6.42,8.4
6/20/2025,7.7,6.3,8.4
6/23/2025,10.08,6.3,17.22
6/25/2025,3.13,3.13,3.13
6/26/2025,7.35,6.3,8.4
6/27/2025,7.35,6.3,8.4
6/30/2025,7.381,3.13,8.4
7/1/2025,8.4,8.4,8.4
7/2/2025,7.35,6.3,8.4
7/3/2025,6.3,6.3,6.3
7/4/2025,5.765,3.13,8.4
7/7/2025,11.34,8.4,17.22
7/8/2025,12.06,12.06,12.06
7/9/2025,8.4,8.4,8.4
7/10/2025,7.875,6.3,8.4
7/11/2025,8.79,6.3,12.06
7/14/2025,7.98,6.3,8.4
7/15/2025,5.85,3.3,8.4
7/16/2025,10.78,6.72,17.22
7/17/2025,12.81,8.4,17.22
7/18/2025,7.092,3.3,12.06
7/21/2025,6.3,6.3,6.3
7/22/2025,8.4,8.4,8.4
7/24/2025,4.965714286,0.52,8.4
7/25/2025,6.3,6.3,6.3
7/28/2025,8.4,8.4,8.4
7/29/2025,5.94,5.94,5.94
