date,mean_temp_nationwide,min_temp_nationwide,max_temp_nationwide,mean_precipitation_mm_nationwide,min_precipitation_mm_nationwide,max_precipitation_mm_nationwide,mean_sun_hours_nationwide,min_sun_hours_nationwide,max_sun_hours_nationwide
2021-04-09,7.84,5.9,9.3,1.15,0,4.6,6.711111111111111,0.9,11.6
2021-04-10,8.85,5.8,12.4,4.87,0,15,2.466666666666667,0,9.3
2021-04-12,3.48,2.3,5.1,1.74,0,7.3,2.966666666666667,0,8.7
2021-04-13,3.61,2.5,4.9,0.1,0,0.6,6.333333333333333,1.3,8.9
2021-04-14,3.24,1.9,5.2,0.15,0,0.5,6.1,3.9,8.7
2021-04-15,3.62,1.7,5.4,0.32,0,2.8,5.777777777777778,0.3,8.9
2021-04-16,5.22,2.7,7.2,0.08,0,0.7,5.688888888888889,0.7,12.3
2021-04-19,8.58,5.8,10.3,1.91,0,6.1,3.3222222222222224,0,8.3
2021-04-20,10.02,8.1,11.5,0,0,0,9.144444444444444,2.6,13.5
2021-04-22,7.86,6.1,10.1,0,0,0,7.477777777777778,1.7,12
2021-04-23,7.95,6.2,9.8,0,0,0,11.344444444444445,3.9,13.7
2021-04-26,7.38,4.2,9.6,0,0,0,11.71111111111111,6.3,13.8
2021-04-27,8.91,6.3,11.1,0,0,0,13.566666666666666,12.7,14.1
2021-04-28,12.09,9.7,13.2,1.55,0,12.2,11.344444444444443,9.5,13.2
2021-04-29,10.959999999999999,7.9,12.4,2.91,0,10.5,2.3444444444444446,0,4.6
2021-04-30,8.34,6.1,11,2.46,0,12.1,2.4555555555555557,0,6.3
2021-05-03,7.79,5.9,9.8,1.18,0,8.5,5.866666666666666,1.9,9.5
2021-05-04,10.31,8.4,12.5,3.08,0,9.6,2.522222222222222,0.3,7.5
2021-05-05,7.45,6.5,8.8,2.89,0.6,8,4.555555555555555,0.3,6.8
2021-05-06,7.26,6.4,8.1,4.8,0.1,15.9,4.055555555555555,0.6,7.9
2021-05-07,6.85,5.7,7.8,2.41,0,8.7,4.488888888888889,2.6,6.3
2021-05-10,19.169999999999998,15.7,22.4,3.5700000000000003,0,16.5,6.411111111111111,0.5,13.5
2021-05-11,15.040000000000001,12,21.1,4.37,0.6,14.2,2.9,0,12.1
2021-05-12,12.28,9.6,13.8,4.5600000000000005,0,15.3,1.4444444444444444,0,4.6
2021-05-14,11.57,8.7,13.9,0.89,0,3,5.088888888888889,0,10
2021-05-17,11.65,10.8,13.7,3.71,0.3,9.5,4.9875,1.9,8.7
2021-05-18,11.2,10.2,12.2,2.16,0,6,3.75,1.2,5.2
2021-05-19,10.72,9.1,12.7,2.64,0,9.9,6.711111111111111,3.2,11.4
2021-05-20,11.83,10.5,13.6,0.64,0,3.1,5.511111111111111,2.6,9.5
2021-05-21,13.04,11.1,15.2,3.91,0,15.6,4.0777777777777775,0.2,7.4
2021-05-25,10.68,9.3,12.6,4.32,0,8.8,4.711111111111111,0.9,10.1
2021-05-26,10.870000000000001,10.1,12.4,5.08,0.1,15.4,2.533333333333333,0.1,4.7
2021-05-27,10.91,10.3,11.8,3.05,0,5.7,2.6,0,5.8
2021-05-28,12,10.5,14,0.49,0,3.8,5.888888888888889,1.7,11.2
2021-05-31,15.14,12.6,17.1,0,0,0,14.777777777777777,13.1,15.7
2021-06-01,16.86,14.8,18.9,0.02,0,0.2,13.033333333333333,7.5,15.5
2021-06-02,18.63,16.7,21,0.030000000000000002,0,0.2,12.866666666666667,8.7,15
2021-06-03,19.9,18.7,21,3.51,0,22.2,8.066666666666666,3,14.5
2021-06-04,20.17,18.9,21.1,3.75,0,14.3,6.444444444444445,0.7,12.4
2021-06-07,17.87,15.6,20.9,2.63,0,16.3,4.222222222222222,0,15.1
2021-06-08,18.96,17.8,21.4,4.25,0,24.7,7.855555555555555,2.7,11.7
2021-06-09,19.63,17.9,21.8,0.13,0,1.2,10.78888888888889,5.8,14.2
2021-06-10,19.77,17.3,22.6,4.25,0,33.5,11.322222222222223,6.9,14.7
2021-06-11,20.61,18.7,23.1,0,0,0,11.8,9.4,14.2
2021-06-14,19.35,17.5,21,0,0,0,15.244444444444444,14.7,15.7
2021-06-15,20.01,16.1,22.8,0,0,0,11.644444444444444,4.2,15.1
2021-06-16,22.5,19.9,25,0,0,0,14.11111111111111,12.1,15.3
2021-06-17,26.240000000000002,23.8,28.1,0,0,0,14.911111111111111,13.7,15.7
2021-06-18,26.36,24.6,28.6,0.02,0,0.2,12.955555555555556,10.1,15.8
2021-06-21,20.09,14.3,25.9,8.28,0,35.4,6.266666666666667,0,12.8
2021-06-22,16.84,14.5,20,7.359999999999999,0,46.4,3.6444444444444444,0,7.8
2021-06-23,17.59,15,19.6,8.129999999999999,0,45.9,3.777777777777778,0,10.3
2021-06-24,17.43,16.1,18.2,3.37,0,12.1,5.1000000000000005,0,12.3
2021-06-25,17.8,16.5,20.4,1.85,0,6.4,6.822222222222222,2.3,12.9
2021-06-28,23.04,21.7,25.3,8.27,0,60.9,10.277777777777779,6.3,13.5
2021-06-29,19.78,17.6,24.1,20.34,1.8,56.2,4.4,0.5,8.6
2021-07-01,15.15,13.7,17.4,3.41,0.2,9.9,0.7888888888888889,0,4.2
2021-07-02,17.39,15.9,19.9,0.26,0,2.6,7.177777777777778,2,10.9
2021-07-05,18.39,17.4,20.5,1.16,0,3.8,3.8,0.3,7
2021-07-06,20.35,18.5,23.5,7.43,0.1,22.4,7.288888888888889,2.7,12.6
2021-07-07,18.74,17.3,20.3,1.72,0,6.1,4.611111111111111,0,9.6
2021-07-08,18.5,16.9,20.6,8.8,0.2,21.6,2.522222222222222,0.6,7.4
2021-07-09,17.46,15.5,19.2,4.83,0,18.3,1.8,0,4
2021-07-12,20.57,19.1,22.3,2.75,0,10.1,8.877777777777778,5.7,14.1
2021-07-13,20.22,16.6,24.3,8.7,0.1,31,4.633333333333333,0,11.9
2021-07-14,18.75,15.8,22.7,16.830000000000002,0,106.9,2.6666666666666665,0,4.8
2021-07-15,19.04,15.9,22.5,1.85,0,6.5,3.9555555555555557,0.3,8.9
2021-07-16,19.82,17.8,23.6,2.63,0,19.8,6.788888888888889,0,12.5
2021-07-19,18.47,16.3,21.1,0,0,0,5.3,0.3,12.5
2021-07-20,17.77,16.3,19.2,0.04,0,0.4,8.211111111111112,1.8,13.6
2021-07-21,18.580000000000002,17.5,19.7,0.06,0,0.6,8.6,1,14.8
2021-07-22,19.37,16.6,20.8,0.02,0,0.1,8.722222222222223,1.5,14.4
2021-07-23,19.72,15.6,22.2,0.01,0,0.1,9.3,0,14.2
2021-07-26,20.84,18.1,24.3,3.25,0,18.1,5.9,4.3,9.1
2021-07-27,20.53,18.4,23.7,2.82,0,13.2,7.677777777777778,1.7,12
2021-07-28,19.35,18.5,21.7,2.58,0,10.1,4.155555555555556,1.5,6.5
2021-07-29,19.05,17.3,20.8,0.02,0,0.2,9.177777777777777,3.9,12.4
2021-07-30,20.05,18.4,21.7,1.18,0,4,10.9,7,14.2
2021-08-02,16.16,15,17.6,1.68,0,4.4,4.311111111111111,0.2,9
2021-08-03,16.12,14.3,17.8,1.8,0,5.5,4.444444444444445,0.5,8.3
2021-08-04,16.75,15.1,18.5,3.12,0,17.4,3.1777777777777776,0.1,7.1
2021-08-05,17.7,15.8,19.2,4.35,0,12.3,4.566666666666666,0.9,7.8
2021-08-06,18.06,17.2,19.9,5.3,0,14.6,5.233333333333333,1.8,8.4
2021-08-09,17.43,15.9,18.7,3.5100000000000002,0,15.8,7.5777777777777775,2.3,12.2
2021-08-10,17.9,15.1,20.5,2.98,0,10,6.533333333333333,2.7,12.9
2021-08-11,18.99,17.1,21.5,0,0,0,9.644444444444444,6.9,12.2
2021-08-12,20.8,19.7,22.5,0,0,0,10.833333333333334,5.7,13.4
2021-08-13,21.93,19.3,25,0.44,0,4,9.122222222222222,7.2,11.8
2021-08-16,17.44,15.3,19.6,6.48,1.8,20.5,3.088888888888889,0.7,6
2021-08-17,14.36,13.4,15.3,3.18,0,10.4,2.577777777777778,0.1,9.1
2021-08-18,16.35,15.5,17.5,0.35000000000000003,0,1.6,1.1333333333333333,0,3.2
2021-08-19,17.72,16.3,19.2,0.56,0,4.2,0.8222222222222222,0,3.7
2021-08-20,18.03,15.7,19.8,0.63,0,4.1,4.455555555555556,2.3,7.8
2021-08-23,16.56,14.6,17.7,2.81,0,15.9,3.7,0,12.8
2021-08-24,15.469999999999999,14.2,16.9,0,0,0,7.5777777777777775,0.4,12.8
2021-08-25,15.56,14.4,17.7,1.33,0,3.5,9.133333333333333,2.4,13
2021-08-26,14.86,13.4,16.9,4.05,0.1,9.8,2.3777777777777778,1,4.9
2021-08-27,14.09,12.1,15.1,7.08,1.1,21.4,2.466666666666667,0.7,4.4
2021-08-30,15.72,13.3,17.4,4.28,0,15.8,1.8222222222222222,0,3.7
2021-08-31,15.49,14.2,16.7,0.6,0,3.5,5,1.5,11.7
2021-09-01,15.06,13.6,16.8,0,0,0,6.0777777777777775,0,11
2021-09-02,15.6,14.6,17.6,0,0,0,9.877777777777778,0,12.9
2021-09-03,16.52,14.1,18.7,0,0,0,11.61111111111111,8,12.9
2021-09-06,17.09,14.4,20.4,0,0,0,10.044444444444444,5.5,12.5
2021-09-07,17.55,16.2,20.1,0,0,0,7.988888888888889,6.6,9.4
2021-09-08,18.59,17.2,20.2,0,0,0,12.166666666666666,11.3,12.7
2021-09-09,20.07,19,21.2,2.69,0,6.9,10.411111111111111,7.7,12.3
2021-09-10,19.78,18.4,20.6,6.02,0.1,12.5,5.811111111111111,1,10.6
2021-09-13,16.53,14.7,18.2,0,0,0,7.0777777777777775,0.2,10.9
2021-09-14,18.33,15.7,19.9,0.21,0,1.4,9.266666666666667,6.4,11.1
2021-09-15,18.69,16.4,19.6,6.7299999999999995,0.5,11.6,1.0222222222222221,0,3.5
2021-09-16,16.31,15.4,17.7,1.41,0,5.4,1.0999999999999999,0,2.3
2021-09-17,14.7,13.3,16.3,0.01,0,0.1,2.577777777777778,0.1,4.8
2021-09-20,12.5,10.8,13.8,0.01,0,0.1,0.8111111111111111,0,2.3
2021-09-21,12.3,10.9,13.5,0.33,0,1.1,3.3111111111111113,0.2,9.8
2021-09-22,12.53,10.7,14.1,0,0,0,7.266666666666667,2.3,10.6
2021-09-23,14.66,13.7,15.8,0.46,0,2.2,7.288888888888889,0.2,11.9
2021-09-24,15.59,14.7,17.3,0.03,0,0.3,3.9555555555555553,0.4,11.7
2021-09-27,17.44,16.2,18.4,1.8499999999999999,0,7.1,3.3444444444444446,0.1,6.9
2021-09-28,13.98,12.6,15.7,0.08,0,0.3,4.7555555555555555,0,9.3
2021-09-29,12.9,11.4,14.7,5.38,0,15,2.977777777777778,1.1,5.3
2021-09-30,11.14,9.7,12.2,0.01,0,0.1,7.311111111111111,4.7,10.8
2021-10-01,12.86,11.3,14.1,0.75,0,3.4,8.322222222222223,4.5,11
2021-10-04,13.209999999999999,12.2,14.8,2.05,0,11.3,2.444444444444444,0,5.8
2021-10-05,12.48,11.1,13.1,2.87,0,6.2,1.577777777777778,0,4.4
2021-10-06,11.74,10.6,13.2,1.2999999999999998,0,4.1,2.8111111111111113,0,5.5
2021-10-07,11.24,9.8,12.2,0.06999999999999999,0,0.6,5.377777777777778,0,10.6
2021-10-08,10.88,9.7,11.9,0.01,0,0.1,7.1000000000000005,1.4,10.3
2021-10-11,8.77,6,11.7,2.79,0.3,8.3,5.0777777777777775,1.3,9.3
2021-10-12,8.709999999999999,7.5,9.7,4.8,0,14.9,2.2666666666666666,0,7.1
2021-10-13,7.6,6.1,8.9,0.62,0,3.2,3.6666666666666665,1.9,6.6
2021-10-14,10.2,7.4,12.6,0.8,0,2.4,1.0666666666666667,0,8.7
2021-10-15,9.93,7.5,11.2,1.92,0,8,4.7555555555555555,1.3,9.9
2021-10-18,9.82,7.6,11.9,0.8,0,3.7,3.8222222222222224,0.2,6.4
2021-10-19,12.040000000000001,8.8,14,0.9500000000000001,0,4.4,0.6555555555555556,0,3.3
2021-10-20,15.23,13.4,16.8,5.42,0,16,3.022222222222222,0,7.6
2021-10-21,11.74,9.7,13.7,4.9,0.5,14.4,2.911111111111111,0.1,6.9
2021-10-22,7.61,7,8.4,2.8600000000000003,0,18.6,3.6777777777777776,0,9.7
2021-10-25,7.57,5.7,10.1,0.54,0,3.1,4.688888888888889,1.4,7.3
2021-10-26,10.23,7.6,12.2,0.07,0,0.4,1.6444444444444444,0.3,4.1
2021-10-27,10.84,7,13.5,0,0,0,3.344444444444444,0,9.7
2021-10-28,9.25,6.3,12.5,0,0,0,7.533333333333333,0,9.4
2021-10-29,8.98,4.3,12.9,0.32,0,3.2,6.333333333333333,2.7,9.2
2021-11-01,9.79,8.1,11.4,4.89,0,22.4,2.1666666666666665,0,7.6
2021-11-02,7.66,6.6,9.5,1.59,0,5.3,2.3444444444444446,0.1,5.6
2021-11-03,6.82,5.8,8.2,4.39,0,8.2,1.4555555555555557,0,5.9
2021-11-04,6.7,5.1,7.9,7.82,0,38.6,0.11111111111111112,0,0.8
2021-11-05,7.3100000000000005,5.5,8.7,0.68,0,5.9,0.8222222222222222,0,3.3
2021-11-08,7.18,4.8,8.8,0.3,0,1.7,2.022222222222222,0.1,8.2
2021-11-09,6.36,3,8.5,0,0,0,7.533333333333333,2.1,9.1
2021-11-10,4.41,2.1,7,0.06,0,0.6,4.066666666666666,1.9,7.2
2021-11-11,4.2299999999999995,1.1,9.2,0.11,0,0.8,4.822222222222222,0,8.1
2021-11-12,4.2700000000000005,1.1,7.8,0.44,0,1.4,2.1,0,6.7
2021-11-15,6.05,4.3,7.4,0,0,0,0.011111111111111112,0,0.1
2021-11-16,5.4,4.1,6.2,0.05,0,0.3,0.17777777777777776,0,1.4
2021-11-17,5.52,4.2,6.4,0.4,0,2.2,0.07777777777777778,0,0.6
2021-11-18,7.12,5.2,8.8,0.5,0,3.1,1.4555555555555555,0,5
2021-11-19,8.71,3.3,12.3,0.16,0,0.4,1.3555555555555554,0,6.6
2021-11-22,3.74,2.9,5.2,0.5599999999999999,0,2.8,3.4444444444444446,0,7.7
2021-11-23,3.09,-1.1,7.5,0.32,0,1.4,2.677777777777778,0,8.5
2021-11-24,3.84,-1.3,6.9,0.03,0,0.3,1.5999999999999999,0,7.6
2021-11-25,2.48,-0.9,5.1,0.43,0,3.1,0.3555555555555555,0,2.3
2021-11-26,2.75,-0.4,4.4,1.54,0,4,0.3,0,2.6
2021-11-29,1.53,-0.2,2.6,1.94,0.6,7.1,0.5555555555555556,0,1.7
2021-11-30,4.01,1.7,7,5.26,0.7,11.9,0.07777777777777778,0,0.5
2021-12-01,6.83,5.9,8,2.51,0.3,5.6,0.2777777777777778,0,1.4
2021-12-02,2.65,0.5,4.1,1.44,0,4.3,1.7,0,5.3
2021-12-03,1.23,-0.2,2.8,1.95,0.3,4.9,2.588888888888889,0,7.4
2021-12-06,1.27,-0.4,3.2,2.71,0,8.8,1.0777777777777777,0,5.3
2021-12-07,1.81,-0.4,4,1.08,0,5.5,2.2555555555555555,0,5.5
2021-12-08,2.12,-0.1,5.5,1.81,0,8.3,0.37777777777777777,0,1.6
2021-12-09,1.67,-1.1,3.4,1.34,0,4.4,0.4888888888888889,0,2.3
2021-12-10,1.62,-0.2,3.2,0.95,0,3.9,1.5333333333333334,0,4.4
2021-12-13,6.98,4.2,9.3,0.52,0,1.9,0,0,0
2021-12-14,6.3999999999999995,3.2,8.1,0.28,0,0.8,0.4111111111111111,0,1.9
2021-12-15,7.12,3.7,9.7,0.05,0,0.2,0.011111111111111112,0,0.1
2021-12-16,6.55,3,8.4,0.09,0,0.6,0.2111111111111111,0,1.6
2021-12-17,5.67,3.2,7.7,0.03,0,0.3,1.288888888888889,0,7.2
2021-12-20,1.3800000000000001,-0.8,3.8,0.030000000000000002,0,0.2,4.655555555555556,0,7.5
2021-12-21,-2,-3.8,0.7,0,0,0,4.855555555555555,0,7.8
2021-12-22,-2.62,-4.6,-0.4,0,0,0,4.8,0.4,7.6
2021-12-23,0.19999999999999998,-1.3,2.9,4.47,0,11.9,0.24444444444444446,0,1.8
2021-12-27,2.23,-3.9,6.5,2,0,5.7,0.9888888888888889,0,3.5
2021-12-28,5.3,-0.5,8.7,8.71,1.5,16.7,0.6444444444444445,0,3.1
2021-12-29,7.12,3.1,9.7,4.2,0.1,11,0.3222222222222222,0,2.3
2022-01-04,7.1,5.6,10.5,9.92,1.7,18.8,0.1111111111111111,0,1
2022-01-05,3.17,1.9,4.1,1.6800000000000002,0.1,6.2,1.2888888888888888,0,4.8
2022-01-06,1.57,0.4,3.5,0.28,0,1.5,3.8,0.4,6.8
2022-01-07,1.06,-1.2,3.4,3,0.5,17.9,0.7555555555555555,0,3.6
2022-01-10,2.23,1.1,3.6,0.02,0,0.1,1.8666666666666667,0,6.8
2022-01-11,0.77,-2.3,3.4,0.03,0,0.3,1.9444444444444444,0,5.4
2022-01-12,1.02,-2.5,4.5,0.03,0,0.3,1.4666666666666666,0,8.1
2022-01-13,2.07,-1.8,6.2,0,0,0,2.8555555555555556,0,7.8
2022-01-14,2.16,-0.7,6.2,0.06,0,0.3,3.188888888888889,0,8.5
2022-01-17,4.53,2.8,6.4,1.41,0,4.9,0.4,0,1.1
2022-01-18,4.44,1.9,6.4,0.01,0,0.1,0.48888888888888893,0,1.6
2022-01-19,3.1,1.7,4.3,0.95,0,2.9,2.7333333333333334,0,7.1
2022-01-20,1.83,0.7,3.4,1.02,0.1,3,1.6,0.4,2.7
2022-01-21,1.22,-0.9,3.1,1.23,0,3.7,2.488888888888889,0,7.2
2022-01-24,3.49,-0.2,5.3,0.02,0,0.2,1.2,0,7
2022-01-25,1.89,-1.4,4.3,0.19,0,1.4,1.5666666666666667,0,8.5
2022-01-26,1.3900000000000001,-1.7,3.6,0.18,0,1.4,0.9444444444444444,0,8.5
2022-01-27,3.23,-0.2,6,1.32,0.4,3.1,1.1777777777777778,0,8.6
2022-01-28,4.13,2.2,5.2,0.67,0,2.1,2.7444444444444445,0,6.4
2022-01-31,3.04,1.3,5,3.87,0.4,9,0.12222222222222223,0,0.8
2022-02-01,3.6999999999999997,1.4,5.7,2.5300000000000002,0.1,4.4,0,0,0
2022-02-02,5.68,3.8,7.9,1.33,0.1,3.9,1.9333333333333333,0.2,4.3
2022-02-03,5.95,3.5,7.4,1.25,0,4.4,0.41111111111111115,0,2.6
2022-02-04,6.1,4.9,6.6,2.22,0.3,7.7,0.6111111111111112,0,3
2022-02-07,3.66,1.7,5.2,0.38,0,1.3,2.588888888888889,0.3,5.6
2022-02-08,6.24,4.2,8.5,1.18,0,8.1,0.7111111111111111,0,3.3
2022-02-09,7.81,5.4,9,0.54,0,3.2,2.6222222222222222,0,9.7
2022-02-10,5.93,4.1,7.5,3.46,0,9.9,2.5444444444444443,0,7.7
2022-02-11,3.35,2.5,4.3,0.62,0,3,2.3000000000000003,0.4,4.7
2022-02-14,7.470000000000001,4.5,9.3,0.45,0,3,3.933333333333333,1.9,9
2022-02-15,6.46,4.8,7.4,2.61,0,8.4,1.8444444444444446,0,3.9
2022-02-16,8.61,6.5,11.3,6.38,0.8,17.3,0.08888888888888888,0,0.7
2022-02-17,9.27,7.2,11,2.71,0,15.3,3.111111111111111,0,7.3
2022-02-18,8.41,6.2,10.1,3.32,0.2,14.5,0.7444444444444445,0,2.4
2022-02-21,5.73,4.7,6.6,3.17,0.5,8.1,1.722222222222222,0.2,4.1
2022-02-22,5.93,4.8,7.1,2,1.4,3.1,1.8444444444444446,0,4.5
2022-02-23,6.63,5.6,7.8,0,0,0,7.911111111111111,4.8,9.6
2022-02-24,6.57,5.1,7.5,1.98,0.3,4.5,2.933333333333333,0.6,8.1
2022-02-25,3.41,2.3,4.4,1.6,0,4.3,3.411111111111111,1.1,6.2
2022-02-28,2.71,0.2,6.1,0,0,0,9.666666666666666,7,10.6
2022-03-01,2.65,0.4,5.8,0,0,0,7.4,1.8,10.7
2022-03-02,2.81,0.6,5.7,0,0,0,6.733333333333333,1.1,9.8
2022-03-03,2.27,-0.4,5.2,0,0,0,8.377777777777778,1.5,10.5
2022-03-04,1.72,-0.4,3.9,0.01,0,0.1,6.711111111111111,0,10.8
2022-03-07,1.1400000000000001,-1,3.2,0,0,0,8.5,3.2,10.5
2022-03-08,3.03,0.9,5.2,0,0,0,10.655555555555555,10.2,11.1
2022-03-09,4.78,2.4,7.5,0,0,0,10.844444444444445,10.4,11.3
2022-03-10,6.04,3.1,9.3,0,0,0,10.811111111111112,9.8,11.3
2022-03-11,5.26,2.2,9.8,0,0,0,10.644444444444444,10,11.2
2022-03-14,7.75,4.7,9.4,1.17,0,4.8,4.688888888888889,0,10
2022-03-15,6.77,5,8.5,3.08,0,10.7,0.9222222222222223,0,4.5
2022-03-16,7.54,6.5,8.6,0.2,0,1.2,5.477777777777778,0.5,10
2022-03-17,7.62,5.9,9.2,0.9500000000000001,0,2.7,0.6666666666666666,0,3.5
2022-03-18,7.29,5.6,8.6,0,0,0,7.844444444444444,3,11
2022-03-21,8.57,6,12,0,0,0,10.61111111111111,9.9,11.5
2022-03-22,9.63,7,12.8,0,0,0,11.355555555555556,10.5,12
2022-03-23,9.61,7.3,10.8,0,0,0,11.577777777777778,11.2,12
2022-03-24,9.459999999999999,7.6,11.7,0,0,0,11.288888888888888,10.4,12
2022-03-25,9.61,8.1,12.8,0,0,0,11.088888888888889,9.6,11.8
2022-03-28,10.61,6.4,14.3,0.06,0,0.5,8.633333333333333,0,11.8
2022-03-29,9.43,6.3,13.2,0.34,0,0.9,4.477777777777778,1.6,9.7
2022-03-30,7.04,3.9,10.2,3.13,0,8.4,1.6333333333333333,0,7.6
2022-03-31,4.58,2,7.7,5.04,0,13.6,1.211111111111111,0,5.5
2022-04-01,2.16,1.2,3.7,3.9,0,10,0.5,0,4.5
2022-04-04,3.79,2,5,4.67,0.1,12.3,4.222222222222222,0,11.2
2022-04-05,7.529999999999999,5.1,10.2,4.5,0.1,12.6,0.47777777777777775,0,1.9
2022-04-06,10.52,8.9,11.8,0.9700000000000001,0,4.4,1.8666666666666667,0,7.4
2022-04-07,10.06,7.8,11.7,7.61,1.3,13,2.966666666666667,1.2,5.6
2022-04-08,6.35,5.2,9.5,8.39,0,33.1,1.9111111111111112,0.3,7.7
2022-04-13,14.73,13.3,17,1.25,0,8.2,8.4,5,11.6
2022-04-14,13.7,11.5,15.7,0.97,0,4.2,6.933333333333333,2.6,12.6
2022-04-19,9.92,6.8,12.5,0,0,0,11,6,13.4
2022-04-20,9.39,4.6,12.3,0.17,0,1.5,10.366666666666667,0,13.5
2022-04-21,10.07,7.3,11.8,0.08,0,0.7,5.877777777777777,0,11.1
2022-04-22,11.06,9.5,13,0,0,0,7.644444444444444,0.6,12.1
2022-04-25,9.57,8.3,10.7,4.08,0,13.6,4.522222222222222,0.5,13.4
2022-04-26,9.48,8.5,11.5,4.09,0,10,5.188888888888889,0,10.6
2022-04-27,10.16,8,12.1,0,0,0,8.177777777777777,1.6,13.2
2022-04-28,10.92,7.9,14.2,0,0,0,11.555555555555555,7.4,13.8
2022-04-29,11.290000000000001,7.7,14.6,0.37,0,2.5,8.3,0.8,12.2
2022-05-02,12.67,10.5,14.8,0.04,0,0.3,10.133333333333333,7.6,12.4
2022-05-03,12.47,7.9,16.3,2.86,0,23.3,9.177777777777777,4.4,13.1
2022-05-04,12.39,8.2,15.3,1.15,0,6.6,8.555555555555555,2.5,12.5
2022-05-05,12.84,9.6,14.5,1.21,0,7.2,7.344444444444444,2.5,13.2
2022-05-06,13.63,11.8,15.6,0.19,0,1.9,7.2444444444444445,0,13
2022-05-09,15.72,13.9,18,0,0,0,13.144444444444444,10.9,14.5
2022-05-10,18.39,16.2,20.2,0.49,0,3.6,8.28888888888889,4,12
2022-05-11,20.45,15.3,22.8,0.66,0,3.3,10.144444444444444,4.9,14.1
2022-05-12,17.47,13.7,21.4,1.27,0,10.4,8.477777777777778,6,10.6
2022-05-13,15.2,12.3,17.2,4.37,0,43.1,7.144444444444445,1.6,11.9
2022-05-16,18.06,16.9,18.7,4.68,0.2,10.4,7.822222222222222,3.7,12.3
2022-05-17,17.86,15.6,19.3,0.67,0,3.5,6.7555555555555555,0.8,14.4
2022-05-18,20.67,18.3,23.5,0,0,0,12.177777777777777,8.2,14.8
2022-05-19,21.240000000000002,20.4,22.3,4.68,0,11,10.566666666666666,7,13.8
2022-05-20,19.75,15.6,24.9,4.35,0,9.7,8.411111111111111,2.6,13.1
2022-05-23,17.89,17,19.1,6.91,0,25.1,6.8,2.1,13.2
2022-05-24,15.66,13.9,18.8,2.68,0,10.5,3.5,0,4.6
2022-05-25,15.39,13.8,16.7,0.61,0,3.6,7.966666666666667,4.9,9.6
2022-05-27,14.57,12.1,16.8,2.69,0.1,8,6.644444444444444,3.6,9.6
2022-05-30,11.34,10.2,12.4,0.02,0,0.2,6.3,1.1,14.5
2022-05-31,13.83,11.9,15.3,1.09,0,4.7,7.488888888888889,3,10.6
2022-06-01,14.4,11.4,17,2.67,0,12.1,7.733333333333333,2.7,11.3
2022-06-02,14.75,11.5,17.3,0.08,0,0.5,11.122222222222222,6.9,15.1
2022-06-03,18.1,14.6,19.7,2.94,0,14.1,11.466666666666667,6.7,15.4
2022-06-07,16.68,14.3,19.2,2.54,0,7.9,3.8,1.4,7.4
2022-06-08,17.22,15.6,20.6,4.28,0,19.8,5.911111111111111,1.8,9.3
2022-06-09,16.07,14,18.6,1.8900000000000001,0,9.4,3.9333333333333336,0.3,6.9
2022-06-10,17.66,16,19.8,0.07,0,0.4,9.977777777777778,2.9,14.8
2022-06-13,16.52,13.4,19,0.62,0,5.2,9.78888888888889,8.2,13.2
2022-06-14,16.3,13.9,19.3,0,0,0,11.644444444444444,5.3,15
2022-06-15,19.9,16.4,23.2,0,0,0,14.177777777777777,11.5,15.5
2022-06-16,19.990000000000002,16,23.2,0.01,0,0.1,12.1,8.3,13.8
2022-06-17,20.54,18.2,22.8,0,0,0,11.911111111111111,4.9,15.1
2022-06-20,17.05,13.7,24.1,2.11,0,6.8,6.2555555555555555,2.5,10.7
2022-06-21,17.65,15.8,20,0.16999999999999998,0,1.7,11.6,7.7,15.1
2022-06-22,20.23,16.3,22.8,0.05,0,0.5,10.588888888888889,0.2,16.1
2022-06-23,23.509999999999998,21.1,25.2,3.39,0,13.8,14.511111111111111,12.4,16.1
2022-06-24,21.12,18.5,25.4,6.111111111111112,0,17.6,6.444444444444445,3,11.1
2022-06-27,20.38,16.4,28.1,4.37,0,16.9,5.822222222222222,0,12.1
2022-06-28,19.509999999999998,18.1,21.4,0.16999999999999998,0,1.7,9.38888888888889,2.3,14.4
2022-06-30,22.740000000000002,21,25.2,5.97,0,31.4,10.855555555555556,7.7,15
2022-07-01,16.7,14.7,19.5,2.36,0,9.3,3.611111111111111,1,7.5
2022-07-04,20.05,17,21.8,1.25,0,12.5,11.188888888888888,5.8,15.1
2022-07-05,19.5,16.1,22,0.44,0,3.7,11.11111111111111,8.4,14.7
2022-07-06,17.6,15.5,20.5,2.38,0,9.7,8.011111111111111,2.8,13.7
2022-07-07,16.38,14.4,18.3,2.75,0.2,6.9,1.3444444444444446,0.3,2.7
2022-07-08,16.89,15.2,18.7,0.06,0,0.6,7.2555555555555555,1.7,13.8
2022-07-11,17.37,15.9,20.1,0.05,0,0.3,5.711111111111111,0.2,13.4
2022-07-12,19.9,18.2,22.1,0,0,0,12.022222222222222,7.3,14.8
2022-07-13,23.07,20.9,25.6,0,0,0,6.5,2.9,11.8
2022-07-14,20.76,15,26.5,0.08,0,0.5,8.266666666666666,2.8,12.7
2022-07-15,17.580000000000002,14.5,21.3,0.33999999999999997,0,2.3,8.555555555555555,2.6,14.7
